text,cleaned_text
j’ai l’anti cerne tarte depuis 5 mois et je viens de comprendre que oui c’est pas mes pinceaux ni mes beauty blenders qui me font des paillettes mais bien l’anti cerne (c’est après avoir poudré que les paillettes deviennent appâtante),jai lanti cerne tarte depuis 5 mois et je viens de comprendre que oui cest pas mes pinceaux ni mes beauty blenders qui font des paillettes mais bien lanti cerne cest aprs avoir poudr que les paillettes deviennent apptante
Tu peux tester REM Beauty s’il te plaît ❤? Ps quelle formation as tu faite ?,Tu peux tester REM Beauty sil te plat Ps quelle formation tu faite
Cc c quoi la marque de ta coque de téléphone ?❤,Cc c quoi la marque de ta coque de tlphone
"S’il te plaît, tu peux refaire des vidéos où tu tries ton maquillage. Je t’adore trop.❤",Sil te plat tu peux refaire des vidos tu tries ton maquillage Je tadore trop
Tu devrais faire plus de vidéo de makeup ! Toujours aussi incroyable,Tu devrais faire plus de vido de makeup Toujours aussi incroyable
si tu aime les maquillage leger je te conseille les bb crème,si tu aime les maquillage leger je te conseille les bb crme
"tu peux refaire ce concept, en revanche avec les meilleurs produits de Sephora stp",tu peux refaire ce concept en revanche avec les meilleurs produits de Sephora stp
Est ce que tu pourrais faire un sur les produits de yve rocher,Est ce que tu pourrais faire un sur les produits de yve rocher
"Bonsoir, quel est votre Pinceau pour le Fond de teint ?!",Bonsoir quel est votre Pinceau pour le Fond de teint
Je t'admire franchment ça plus ta mark😊❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Je tadmire franchment plus ta mark
Pourrais tu faire les produits les mieux note,Pourrais tu faire les produits les mieux note
Coucou j’adore tes vidéos 💗💗 juste pour l’anti cerne tarte moi je l’ai et je le met souvent mais le soir quand je rentre des cours je voie bien y’a des paillettes,Coucou jadore tes vidos juste pour lanti cerne tarte moi je lai et je le met souvent mais le soir quand je rentre des cours je voie bien ya des paillettes
J'adore ton contenu vraiment! J'aimerais trop une vidéo dans ce genre mais que avec des produits pas très chers que tu aimes bien genre ta sélection ça serait trop bien!!,Jadore ton contenu vraiment Jaimerais trop une vido dans ce genre mais que avec des produits pas trs chers que tu aimes bien genre ta slection serait trop bien
Tes tellement belle !,Tes tellement belle
"Video ou on choisit pour toi des produits bien/mal notés, et tu le notes a l’aveugle pour te faire ton vrai avis et le confronter !🤓",Video ou choisit pour toi des produits bienmal nots et tu le notes laveugle pour te faire ton vrai avis et le confronter
💛,
wtffff 52 euros la poudre ????,wtffff 52 euros la poudre
Attends mais tu etais maquilleuse avant ?,Attends mais tu etais maquilleuse avant
"❤


❤",
"Bonjour 
Je suis un mec et je cherche une crème hydratante parce que j’ai la peau super sèche vs auriez des ref ?
Merci",Bonjour Je suis un mec et je cherche une crme hydratante parce que jai la peau super sche vs auriez des ref Merci
"Top la vidéo +1 abonnée. 

J’aurais bien aimé un retour sur la marque nyx pour : un fond de teint, bronzer, anti cerne, blush , etc… même sur le spray fixateur pour la tenue.",la vido 1 abonne Jaurais bien aim un retour sur la marque nyx pour un fond de teint bronzer anti cerne blush etc mme sur le spray fixateur pour la tenue
t’es un amour,tes un amour
j’étais entrain d’éplucher des cacahuètes en regardant ta vidéo quand ma mère est passée et a dit: « oh elle est trop belle c’est une mannequin ? » t vrm incr andie 😚,jtais entrain dplucher des cacahutes en regardant ta vido quand mre est passe et dit oh elle est trop belle cest une mannequin vrm incr andie
Salut ! Perso j'ai l'anticerne radiant et oui j'ai des paillettes 😥,Salut Perso jai lanticerne radiant et oui jai des paillettes
"je pense que By Mario c'est très quand vous voulez un maquillage bah à la Kim K mdrr donc un truc à l'américaine qui se voit bien sur les photos… je pense que la cible en France n'est pas la meilleure pour cela nous qui aimons surtout le maquillage plus ""naturel"" même pour un joli maquillage glam du soir",je pense que Mario cest trs quand vous voulez un maquillage bah la Kim K mdrr donc un truc lamricaine qui se voit bien sur les photos je pense que la cible en France nest pas la meilleure pour cela nous qui aimons surtout le maquillage plus naturel mme pour un joli maquillage glam du soir
"Andie magnifique ❤
J'aimerais bien te voir tester la marque martine de gaelle",Andie magnifique Jaimerais bien te voir tester la marque martine de gaelle
"le fond de teint KVD est une tuerie sur ma peau mixte et personnellement je préfère l'appliquer au Beauty blender, aucun soucis sur les ailes du nez et même en fin de journée je ne trouve pas qu'il marque mes ridules ou des zones de sécheresse, il tient bien sur ma peau il ne bouge pas et est bien sans transfert, j'en suis FAN <3",le fond de teint KVD est une tuerie sur peau mixte et personnellement je prfre lappliquer au Beauty blender aucun soucis sur les ailes du nez et mme en fin de journe je ne trouve pas quil marque mes ridules ou des zones de scheresse il tient bien sur peau il ne bouge pas et est bien sans transfert jen suis FAN 3
"Je n'ai pas testé l'eye liner de Huda Beauty mais en tant que fille avec des paupières tombantes, je préfère quand le trait sèche vite sur ma paupière pour éviter d'avoir un 2e trait d'eye liner graphique 😂",Je nai pas test leye liner de Huda Beauty mais en tant que fille avec des paupires tombantes je prfre quand le trait sche vite sur paupire pour viter davoir un 2e trait deye liner graphique
une idée d’un bon correcteur pour peau sèche ?,une ide dun bon correcteur pour peau sche
"Cc andie 

Yeah trop contente de recevoir la notification pour cette nouvelle vidéo pour mon moment détente coconning.

Superbe video test makeup up sephora.

Andie merci pour tes avis et tes explications et j'adore la façon dont tu te maquille tu es tellement talentueuse , inspirante et tu es incroyable j'adore le mood que tu donne a ta video.

Superbe vidéo,  format et concept bravo très joli travail bravo.

Bisous a toute ta famille 😘😘😘😘😘😘😘",Cc andie Yeah trop contente de recevoir la notification pour cette nouvelle vido pour mon moment dtente coconningSuperbe video test makeup sephoraAndie merci pour tes avis et tes explications et jadore la faon dont tu te maquille tu es tellement talentueuse inspirante et tu es incroyable jadore le mood que tu donne ta videoSuperbe vido format et concept bravo trs joli travail bravoBisous toute ta famille
J’adore t’entendre parler de makeup !! 🫶,Jadore tentendre parler de makeup
Hello Andie !! Pourrais-tu faire une video sur tes produits pref ? Bonne soiree 🌙,Hello Andie Pourraistu faire une video sur tes produits pref Bonne soiree
mais euh 3 c'est pas mauvaise note je comprend pas la,mais euh 3 cest pas mauvaise note je comprend pas la
"Ptdrrrr tu m'as fait trop rire à essayer de faire tenir le liner tout seul 😂
Je pense que ce qu'ils ont voulu dire par ""ranger le liner dans ce sens"", c'est juste de le mettre tête vers le bas, dans un pot à pinceaux par exemple. Comme pour certains stylos à encre qu'il faut toujours mettre tête en bas dans des pots à crayons :)",Ptdrrrr tu mas fait trop rire essayer de faire tenir le liner tout seul Je pense que ce quils ont voulu dire par ranger le liner dans ce sens cest juste de le mettre tte vers le bas dans un pot pinceaux par exemple Comme pour certains stylos encre quil faut toujours mettre tte en bas dans des pots crayons
Le fait qu’elle reste SUBLIME même en ayant essayé les pires produits sephora! Je suis choquée 😂 super vidéo au final ❤,Le fait quelle reste SUBLIME mme en ayant essay les pires produits sephora Je suis choque super vido au final
Hello si c’est pas trop indiscret tu fais quoi comme métier,Hello si cest pas trop indiscret tu fais quoi comme mtier
"Est ce que tu peux nous faire une vidéo "" je teste les meilleurs produits sephora """,Est ce que tu peux nous faire une vido je teste les meilleurs produits sephora
"J'ai adoré ta vidéo mais ça aurait être top que tu testes également une base de teint et une base pour les yeux. Le fond de teint KVD j'en avais déjà entendu parler il y a des années, il avait fait une peu horrible à Horia, du coup j'ai jamais investi et je regrette pas 😅",Jai ador ta vido mais aurait tre que tu testes galement une base de teint et une base pour les yeux Le fond de teint KVD jen avais dj entendu parler il des annes il avait fait une peu horrible Horia du coup jai jamais investi et je regrette pas
Incroyable continue comme ça❤,Incroyable continue comme
"Cc Andie 🥰🥰 Tu pourras faire le même concept mais avec les produits les mieux notés de Sephora s'il te plaît 🥰🥰🥰🥰
PS: tu es incroyable 😘",Cc Andie Tu pourras faire le mme concept mais avec les produits les mieux nots de Sephora sil te plat PS tu es incroyable
"pour l’anticerne tarte, il fait des paillettes quand tu mets de la poudre",pour lanticerne tarte il fait des paillettes quand tu mets de la poudre
Tes 24h comme et routine manquent,Tes 24h comme et routine manquent
J’ai trop aimé ! Maintenant on veut les meilleurs produits sephora !! 🫶,Jai trop aim Maintenant veut les meilleurs produits sephora
"J'avoue le fond de teint c'est grave pour le prix, il est super asséchant 🥲",Javoue le fond de teint cest grave pour le prix il est super asschant
J’adore ce genre de vidéo où tu restes et nous parles de produits !,Jadore ce genre de vido tu restes et nous parles de produits
"olala, j'adore ce genre de vidéos !! merci Andie 💓",olala jadore ce genre de vidos merci Andie
Tu as tellement raison quand tu dis que ça nous manque le contenu makeup et qu'il n'y a plus rien à voir sur Youtube :( Donc merci pour ce moment ;),Tu tellement raison quand tu dis que nous manque le contenu makeup et quil ny plus rien voir sur Youtube Donc merci pour ce moment
++++ de vidéos maquillage stpppp merci andie,de vidos maquillage stpppp merci andie
trop bien la vidéo !!! est ce que tu pourrais faire un vidéo ou tu teste du maquillage pour petit prix,trop bien la vido est ce que tu pourrais faire un vido ou tu teste du maquillage pour petit prix
J adore Andie mais j ai pas compris quand elle parle de l image Huda beauty elle a une super image,J adore Andie mais j ai pas compris quand elle parle de l image Huda beauty elle une super image
